race_date,race_course,race_no,race_time,race_name,race_track,race_distance,race_going,weather_condition,entry_type,entry_weight,entry_age,race_type,value_of_race,final_position,margin,bracket,horse_number,horse_name,horse_id,horse_sex,horse_age,horse_weight,trainer,jockey,running_position,finish_time,win_fav,win_odds,sire,dam,dam_sire,dam_dam
2024-03-16,HANSHIN,4,11:25,,Dirt,2000,Standard,Fine,MIX DES,Weight for Age,3-Year-Olds,Maiden,10480000,11th,8,4,4,Kurino Frontier,2021107297,C,3,54.0,Hiroki Kawashima,Yuichiro Shibata,11>11>11>11>11th,2:13.6,11.0,369.2,Furioso,Mayano Starlight,Jade Robbery,Gold Answer
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,1st,,2,2,La Familia,2021105348,C,3,57.0,Yoshito Yahagi,Yutaka Take,1>1>1>1>1st,2:26.9,5.0,10.4,Rey de Oro,I'm Yours,Falbrav,Cecile Blues
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,2nd,1/2,4,4,Conferma,2021105970,C,3,57.0,Ryo Terashima,Mirai Iwata,2>2>2>2>2nd,2:27.0,2.0,2.9,Epiphaneia,Blue Diamond,Deep Impact,Grace Admire
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,3rd,NK,3,3,Take the Crown,2021102379,C,3,57.0,Keiji Yoshimura,Mirco Demuro,3>3>3>3>3rd,2:27.0,1.0,2.1,Satono Crown,Amour Legend,Deep Impact,Personal Legend
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,4th,2,6,6,Piece d'Argent,2021104827,C,3,57.0,Taiki Chaki,Bauyrzhan Murzabayev,8>8>9>9>4th,2:27.4,4.0,9.3,Harbinger,Argente,Deep Impact,Nike Favor
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,5th,1 1/4,7,8,Longing Key,2021106897,F,3,52.0,Koichi Shintani,Seinosuke Yoshimura,7>6>6>7>5th,2:27.6,8.0,105.4,Longing Dancer,Putorana,Novellist,Endless Wells
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,6th,5,1,1,Bel Best Runner,2021103591,C,3,57.0,Masayuki Nishimura,Katsuma Sameshima,5>6>6>5>6th,2:28.4,6.0,22.4,Real Impact,Sweet Red Cat,Bluegrass Cat,Sweet Soul
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,7th,1 1/2,5,5,Kitasan Shiden,2021107047,C,3,57.0,Masaru Honda,Yusuke Fujioka,10>10>6>7>7th,2:28.7,3.0,6.4,Kitasan Black,Kitasan Harukaze,Mayano Top Gun,Charm Asleep
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,8th,HD,7,7,A Shin Rotate,2021103963,C,3,57.0,Yasuyuki Takahashi,Fuma Matsuwaka,4>4>4>3>8th,2:28.7,9.0,150.3,Real Impact,A Shin Confer,Dynaformer,Eishin Cynthiana
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,9th,2,8,9,Masahaya Voss,2021105047,C,3,56.0,Teiichi Konno,Kanta Taguchi,5>4>5>6>9th,2:29.0,7.0,39.6,Logotype,Sunny Day Sunday,Jungle Pocket,Sunday Picnic
2024-03-16,HANSHIN,5,12:15,,Turf,2400,Good to Firm,Fine,DES,Weight for Age,3-Year-Olds,Maiden,10480000,10th,NK,8,10,Rouge Celeste,2021105490,F,3,51.0,Yasutoshi Ikee,Naho Furukawa,9>9>10>10>10th,2:29.1,10.0,180.3,Cheval Grand,Gienah,Redoute's Choice,Zarakiysha
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,1st,,7,8,Taurus Shine,2021101654,C,3,57.0,Katsunori Tanaka,Yutaka Take,1>1>1st,1:08.7,5.0,7.3,Fine Needle,Starlight,Deep Impact,Leo's Starlet
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,2nd,1,3,3,Lord My Life,2021103312,C,3,57.0,Haruki Sugiyama,Bauyrzhan Murzabayev,6>6>2nd,1:08.9,2.0,3.8,Lord Kanaloa,Feliz,Jungle Pocket,Lady Muse
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,3rd,NS,7,7,Mon Chemin,2021105054,C,3,57.0,Hiroyuki Uemura,Yasunari Iwata,5>4>3rd,1:08.9,3.0,4.2,Mikki Isle,Thewayiam,Thewayyouare,Water Feature
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,4th,1/2,2,2,Band Shell,2021102461,C,3,57.0,Masayuki Nishimura,Katsuma Sameshima,7>7>4th,1:09.0,1.0,2.8,Bandwagon,Happy Orchid,Rulership,Happy Run
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,5th,1,8,9,Meisho Sachidake,2021103210,C,3,57.0,Takashi Suzuki,Ryuji Wada,2>2>5th,1:09.1,4.0,6.8,Admirable,Meisho Habanera,I'll Have Another,Best of Chance
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,6th,1 3/4,6,6,Bene Merenti,2021106648,F,3,55.0,Hiroshi Kawachi,Fuma Matsuwaka,8>8>6th,1:09.4,8.0,56.8,New Year's Day,Blue Moment,Dance in the Dark,Cinema Scope
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,7th,1 1/4,1,1,Extra Buck,2021110023,C,3,56.0,Masato Nishizono,Kanta Taguchi,8>8>7th,1:09.6,6.0,20.2,Iffraaj,Extra Mile,Frankel,Marie de Medici
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,8th,1 1/2,5,5,Iris Azul,2021103493,F,3,55.0,Koichi Tsunoda,Mirco Demuro,3>4>8th,1:09.8,7.0,26.0,Isla Bonita,Quick Mail,Taiki Shuttle,Tanino Mail
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,9th,3/4,8,10,Love Comedy,2021110087,F,3,55.0,Ryo Terashima,Mirai Iwata,3>3>9th,1:09.9,9.0,79.6,No Nay Never,Sweet Charity,Myboycharlie,Sapfo
2024-03-16,HANSHIN,6,12:45,,Turf,1200,Good to Firm,Fine,MIX SD,Weight for Age,3-Year-Olds,Allowance,14880000,10th,3/4,4,4,Lotus Wand,2021106655,F,3,55.0,Kazuya Nakatake,Manabu Sakai,10>10>10th,1:10.1,10.0,121.3,Lord Kanaloa,Le Sucre,Sakura Bakushin O,Asian Meteor
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,1st,,1,1,Peptide Soleil,2020102095,C,4,58.0,Hidenori Take,Yusuke Fujioka,2>2>2>2>1st,1:54.5,3.0,5.8,Copano Rickey,Peptide Venus,Workforce,Dream Spica
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,2nd,1 3/4,5,5,Kurino Glory,2020102360,C,4,58.0,Kiyoshi Tani,Mirai Iwata,1>1>1>1>2nd,1:54.8,1.0,2.6,Lovely Day,Moere Eternal,Gold Halo,Catria
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,3rd,NK,7,7,Keiai Mekira,2020104215,G,4,58.0,Akira Murayama,Heart Kameda,5>5>5>5>3rd,1:54.8,7.0,51.6,Pyro,Keiai Bellona,Kurofune,Lady Bellona
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,4th,NK,2,2,Danon Pedro,2020103453,G,4,58.0,Ryo Terashima,Bauyrzhan Murzabayev,7>7>6>5>4th,1:54.9,4.0,5.8,Satono Diamond,Set Square,Reset,Dynastar
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,5th,1/2,4,4,Mozu Tanjiro,2019103776,H,5,58.0,Kazuya Makita,Fuma Matsuwaka,5>5>7>7>5th,1:55.0,5.0,9.8,A Shin Hikari,Mozu Hatsukoi,Kurofune,Coeur en Fleur
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,6th,1/2,3,3,Wonder Wilk,2019103092,H,5,58.0,Teiichi Konno,Ryuji Wada,4>4>3>4>6th,1:55.1,6.0,11.6,The Factor,Wonder Venus,Bago,Wonder Aroma
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,7th,2 1/2,8,9,Befana,2020102757,F,4,56.0,Takeshi Matsushita,Katsuma Sameshima,9>9>9>9>7th,1:55.5,2.0,3.1,Epiphaneia,Ave,Danehill Dancer,Anna Amalia
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,8th,1 1/2,8,8,Kurino Minister,2019103285,H,5,58.0,Yoshiyuki Arakawa,Yoshimasa Kido,8>8>7>7>8th,1:55.8,8.0,190.2,Sinister Minister,I'm Here,Precise End,Ikeike Monchitch
2024-03-16,HANSHIN,7,13:15,,Dirt,1800,Standard,Fine,MIX DES,Special Weight,4-Year-Olds & Up,Allowance,15200000,9th,3 1/2,6,6,Crowd Sail,2020102552,C,4,55.0,Hisashi Shimizu,Seinosuke Yoshimura,2>2>3>3>9th,1:56.4,9.0,229.6,Silver State,Clipper Route,Symboli Kris S,Royal Clipper
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,1st,,5,8,Pumehana,2020105643,F,4,56.0,Ippo Sameshima,Yusuke Fujioka,9>9>11>12>1st,1:54.0,4.0,8.6,Eskendereya,Pinwheel,King Kamehameha,Orca Impulse
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,2nd,1,7,12,Lunavis,2020106579,F,4,56.0,Naoyuki Morita,Mirai Iwata,4>4>5>5>2nd,1:54.1,2.0,3.7,Dee Majesty,Little Jun,Kurofune,Best Tasseled
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,3rd,3/4,8,14,Scandinavia,2019102794,M,5,56.0,Akio Adachi,Manabu Sakai,2>2>2>2>3rd,1:54.2,8.0,37.7,Curren Black Hill,Emerald Coast,Dance in the Dark,Silver Coast
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,4th,NK,2,2,Oshige,2020106642,F,4,56.0,Naosuke Sugai,Bauyrzhan Murzabayev,8>8>7>7>4th,1:54.3,1.0,2.6,Harbinger,Otsu,Heart's Cry,Delight Point
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,5th,HD,4,6,Tamamo Verona,2019100182,M,5,56.0,Ryo Takahashi,Keisuke Dazai,1>1>1>1>5th,1:54.3,13.0,426.7,Majestic Warrior,Tamamo Lido,Wild Rush,Moulin Rouge
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,6th,3/4,2,3,Lady Sisu,2019106868,M,5,56.0,Ken Kozaki,Ryoya Kozaki,5>6>4>3>6th,1:54.5,14.0,477.4,Black Tide,Celeb Date,King Kamehameha,Rain Date
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,7th,1/2,3,4,Lance of Saturn,2020104772,F,4,55.0,Masaru Honda,Fuma Izumiya,12>12>11>9>7th,1:54.5,10.0,56.6,Kitasan Black,My Tity,Empire Maker,Cheers Goddess
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,8th,NK,3,5,Pigeon Blood,2019100625,M,5,56.0,Yoshiyuki Arakawa,Ryuji Wada,5>7>7>5>8th,1:54.6,9.0,48.6,Pyro,Casque d'Or,Dance in the Dark,Kynthia
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,9th,3/4,1,1,Telepathy,2020104205,F,4,56.0,Koichi Ishizaka,Yuji Hishida,5>4>5>7>9th,1:54.7,5.0,15.7,Drefong,Stock,King Kamehameha,Observant
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,10th,1 1/4,7,13,Moruchan,2020101139,F,4,56.0,Ryo Takei,Yutaka Take,10>11>9>9>10th,1:54.9,3.0,3.9,Henny Hughes,Here's Tosho,Fuji Kiseki,She is Tosho
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,11th,HD,4,7,Love Spiel,2017100415,M,7,56.0,Naoyuki Morita,Fuma Matsuwaka,10>9>9>12>11th,1:54.9,12.0,137.4,Spielberg,Blenda,Rock of Gibraltar,Fairy Ballade
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,12th,4,5,9,Tagano Alejandra,2020105552,F,4,56.0,Shota Nishizono,Katsuma Sameshima,14>12>13>12>12th,1:55.6,7.0,23.3,Hokko Tarumae,Mythos,Empire Maker,Rebelano
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,13th,NK,8,15,Chuwa Morning,2020101893,F,4,56.0,Ken Kozaki,Kenichi Ikezoe,2>3>3>3>13th,1:55.6,11.0,122.2,Kizuna,Morning Rise,Acatenango,Morning Light
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,14th,1 1/4,6,10,Kurino Crystal,2020107081,F,4,55.0,Yuki Ohashi,Kanta Taguchi,12>14>13>9>14th,1:55.8,6.0,22.0,Black Tide,Crystal Cannon,Kurofune,Daiwa Jeanne
2024-03-16,HANSHIN,8,13:50,,Dirt,1800,Standard,Fine,F&M DES,Special Weight,4-Year-Olds & Up,Allowance,21740000,15th,NK,6,11,Kurino Nikita,2017102145,M,7,55.0,Hiroyuki Oneda,Daito Ozawa,14>15>15>15>15th,1:55.9,15.0,635.9,Vincennes,Various Rose,Sterling Rose,Neroli
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,1st,,2,2,Barossa Valley,2020103553,F,4,53.0,Tomokazu Takano,Katsuma Sameshima,3>3>4>4>1st,2:40.2,1.0,2.8,Heart's Cry,Pirramimma,Unbridled's Song,Career Collection
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,2nd,1,4,4,Asukano Mirai,2018100967,H,6,55.0,Yoshihiko Kawamura,Yuji Nakai,5>5>6>7>2nd,2:40.3,7.0,26.2,Leontes,Lot Cruiser,Kurofune,S One Spector
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,3rd,NK,8,9,Red Envy,2016104519,H,8,54.0,Tomoyasu Sakaguchi,Kanta Taguchi,7>7>8>7>3rd,2:40.4,8.0,29.3,Just a Way,Stylelistick,Storm Cat,Magnificient Style
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,4th,1/2,3,3,Hearts of Shaka,2018106357,H,6,56.0,Ippo Sameshima,Mirai Iwata,4>3>3>3>4th,2:40.5,5.0,12.4,Heart's Cry,Hawaiian Rose,King Kamehameha,Santa Rose
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,5th,1,7,7,Vermicelles,2020103945,F,4,53.0,Keiji Yoshimura,Yutaka Take,8>7>8>9>5th,2:40.6,2.0,3.7,Gold Ship,Maroon Drop,Conduit,The Last Drop
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,6th,HD,8,8,Meiner Messiah,2019100788,H,5,54.0,Takahiro Mizuno,Yuji Hishida,1>1>1>1>6th,2:40.6,4.0,6.2,Gold Ship,Meine Sorciere,Roses in May,Meine Sorceress
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,7th,NK,5,5,Rinfrescante,2018104797,H,6,57.0,Hiroshi Miyamoto,Ryuji Wada,6>5>6>4>7th,2:40.7,3.0,3.8,Rulership,Maruka Sawayaka,Sunday Silence,Sawayaka Princess
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,8th,3/4,1,1,Setsumenno Tobiuo,2017102171,H,7,53.0,Kazuya Makita,Haruhiko Kawasu,2>2>2>2>8th,2:40.8,9.0,206.7,Kurofune,Dancing Heart,Sunday Silence,Ailesbury Hill
2024-03-16,HANSHIN,9,14:25,AWAJI TOKUBETSU,Turf,2600,Good to Firm,Fine,MIX DES,Handicap,4-Year-Olds & Up,Allowance,29740000,9th,2 1/2,6,6,Sienne,2019105480,M,5,54.0,Akio Adachi,Mirco Demuro,9>9>5>4>9th,2:41.2,6.0,17.0,Deep Impact,Euro Charline,Myboycharlie,Eurolink Artemis
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,1st,,4,8,Soten,2019105459,H,5,58.0,Takashi Saito,Bauyrzhan Murzabayev,11>9>1st,1:08.3,6.0,10.0,Lord Kanaloa,Miss Dubawi,Dubawi,Coyote
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,2nd,1/2,2,4,Raketa,2019104525,M,5,56.0,Hidetaka Otonashi,Yutaka Take,8>5>2nd,1:08.4,5.0,9.7,Kinshasa no Kiseki,Will Power,King Kamehameha,Tokio Reality
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,3rd,NK,4,7,A Shin Fencer,2020100105,F,4,56.0,Keiji Yoshimura,Kenji Kawamata,2>2>3rd,1:08.4,7.0,11.6,Fine Needle,A Shin Panagia,Eishin Sandy,Santa Maria Girl
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,4th,NS,2,3,Water Legrand,2019102786,M,5,56.0,Hiroshi Kawachi,Yuji Hishida,1>1>4th,1:08.4,2.0,6.0,Daiwa Major,Water Piper,Tale of the Cat,Piccolo Player
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,5th,NK,5,10,Mild Claymore,2020100815,C,4,58.0,Naoya Nakamura,Mirai Iwata,6>8>5th,1:08.5,1.0,4.6,Bago,Outremer,Manhattan Cafe,Vermeer Blue
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,6th,NS,3,6,Schwertleite,2019105760,M,5,56.0,Masakazu Ikegami,Mirco Demuro,6>5>6th,1:08.5,9.0,13.3,Matsurida Gogh,Chevalier,French Deputy,Tanino Charis
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,7th,1 1/4,8,16,One Sky,2017100461,H,7,58.0,Makoto Saito,Kanta Taguchi,13>12>7th,1:08.7,15.0,308.6,Swept Overboard,Narita Secret,Fuji Kiseki,Flower Sky
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,8th,NS,1,1,Lord Luster,2018102585,H,6,58.0,Teruhiko Chida,Yusuke Fujioka,14>14>8th,1:08.7,11.0,24.9,Leontes,Star Collection,Agnes Tachyon,Shinko Etoile
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,9th,NS,7,13,Hagino Maurice,2019100652,H,5,58.0,Tomokazu Takano,Takashi Fujikake,11>12>9th,1:08.7,4.0,7.6,Maurice,Hagino Escada,Turtle Bowl,Luminous Groove
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,10th,1/2,1,2,Meiner Lennon,2019100751,H,5,58.0,Toru Miya,Fuma Matsuwaka,3>3>10th,1:08.8,8.0,11.9,Daiwa Major,Cosmo Lucy,Meiner Love,Julia Queen
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,11th,1/2,6,12,Hagino Maetel,2019100653,M,5,56.0,Ryo Terashima,Ryuji Wada,10>9>11th,1:08.9,13.0,69.6,Satono Aladdin,Hagino Natura,Daiwa Major,Hagino Augurare
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,12th,NS,7,14,Meisho Funkei,2018106552,H,6,58.0,Ryo Takahashi,Daito Ozawa,3>5>12th,1:08.9,10.0,19.5,Daiwa Major,Meisho Suzuran,King Kamehameha,Queens Dagger
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,13th,3 1/2,8,15,Bush Garden,2019109094,M,5,56.0,Ryo Takei,Katsuma Sameshima,9>9>13th,1:09.4,3.0,6.4,Leontes,Frisco Bay,Hard Spun,Frisco Belle
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,14th,HD,3,5,Sunny Ocean,2018103296,G,6,58.0,Hiroaki Sugiura,Yuji Nakai,14>14>14th,1:09.4,14.0,297.0,Zenno Rob Roy,Yodono Grace,Bago,Hanamaru
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,15th,1 1/4,6,11,Shigeru Kacho,2018100025,M,6,56.0,Yasuyuki Takahashi,Manabu Sakai,3>3>15th,1:09.6,12.0,41.0,Makfi,Genie Magic,Daiwa Major,Bella Bellisimo
2024-03-16,HANSHIN,10,15:01,YODOYABASHI STAKES,Turf,1200,Good to Firm,Fine,MIX SD,Special Weight,4-Year-Olds & Up,Allowance,35520000,,,5,9,Suave Aria,2018100756,M,6,56.0,,,,S,,,,,,
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,1st,,3,3,Mr G T,2021105856,C,3,57.0,Yoshito Yahagi,Yusuke Fujioka,4>3>4>4>1st,1:59.7,1.0,2.8,Duramente,Listen,Sadler's Wells,Brigid
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,2nd,1/2,6,6,Ho O Purosangue,2021105623,C,3,57.0,Yoshito Yahagi,Yuji Hishida,1>1>1>1>2nd,1:59.8,6.0,22.2,Kizuna,Selkis,Monsun,Schwarzach
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,3rd,NK,1,1,Keep Calm,2021105119,C,3,57.0,Kazuya Nakatake,Katsuma Sameshima,6>7>7>7>3rd,1:59.8,2.0,3.6,Lord Kanaloa,Dance Amiga,Sakura Bakushin O,Dance All Night
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,4th,1 1/4,8,10,Admire Terra,2021105369,C,3,57.0,Yasuo Tomomichi,Mirai Iwata,8>8>7>7>4th,2:00.0,3.0,4.0,Rey de Oro,Admire Miyabi,Heart's Cry,Lady Skipper
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,5th,2,2,2,June Take,2021100913,C,3,57.0,Hidenori Take,Ryuji Wada,5>5>4>6>5th,2:00.3,4.0,4.6,Kizuna,Admire Sabrina,Symboli Kris S,Twinkle Veil
2024-03-16,HANSHIN,11,15:35,WAKABA STAKES(L),Turf,2000,Good to Firm,Fine,INT DSN,Weight for Age,3-Year-Olds,Open Class,38320000,6th,4,7,7,Miraculous Drama,2021104923,C,3,57.0,Haruki Sugiyama,Mirco Demuro,6>6>4>4>6th,2:01.0,5.0,19.8,Epiphaneia,Merveille d'Or,Fuji Kiseki,Golden Sash
